profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
venture capitalist,finance,lead,masters,international,38,14.9,0,0,0,0,0.0488,1005626.63
cto,technology,executive,masters,suburb,39,16.3,1,0,0,0,0.0921,902296.27
orthopedic surgeon,healthcare,mid,masters,international,29,6.0,0,0,1,1,0.0675,73055.51
pilot,service,entry,masters,suburb,25,1.5,0,0,0,0,0.0163,96156.45
veterinarian,healthcare,mid,self_taught,small_city,22,3.9,0,0,0,0,0.064,123550.83
police officer,service,mid,bachelors,international,23,2.1,0,0,0,0,0.0218,64130.58
recruiter,business,executive,masters,suburb,49,26.5,1,0,0,0,0.0405,366555.57
software developer,technology,mid,masters,suburb,30,6.0,1,0,0,0,0.081,186420.36
restaurant manager,service,mid,self_taught,small_city,23,5.8,0,1,0,0,0.0329,63233.95
management consultant,business,mid,bachelors,suburb,26,3.4,1,0,0,0,0.057,156575.63
cardiologist,healthcare,senior,bachelors,rural,29,7.3,0,0,1,0,0.074,391621.33
product manager,technology,mid,high_school,small_city,20,3.0,0,0,0,0,0.0746,113012.18
physician assistant,healthcare,senior,masters,small_city,36,13.3,0,0,0,0,0.0475,226835.84
pharmacist,healthcare,mid,masters,small_city,29,5.2,0,0,0,0,0.0761,197658.81
backend developer,technology,entry,self_taught,suburb,20,2.1,1,0,0,0,0.0874,76435.82
pilot,service,mid,bachelors,rural,25,4.8,0,0,0,0,0.0178,132718.49
executive chef,service,lead,bachelors,international,32,10.9,0,0,0,0,0.0181,150021.41
frontend developer,technology,senior,bachelors,rural,32,11.7,1,0,0,0,0.0918,201067.9
frontend developer,technology,entry,bachelors,international,22,0.4,1,1,0,0,0.0695,62091.79
journalist,creative,lead,masters,suburb,34,10.8,0,0,0,0,0.0379,143580.08
architect,engineering,mid,bachelors,small_city,26,5.2,0,0,0,0,0.0596,102290.87
school counselor,education,entry,bachelors,suburb,24,2.7,1,0,0,0,0.005,47116.23
video editor,creative,lead,self_taught,rural,41,23.7,1,0,0,0,0.031,88956.09
software engineer,technology,senior,bachelors,international,36,14.3,1,0,0,0,0.0822,237381.77
professor,education,mid,phd,major_city,32,5.1,0,0,0,0,0.0146,173334.69
venture capitalist,finance,senior,bachelors,rural,36,13.6,1,0,0,0,0.066,535803.68
paralegal,business,lead,masters,small_city,40,16.7,1,1,0,0,0.0368,173460.52
architect,engineering,entry,bachelors,suburb,22,1.4,0,0,0,0,0.0552,58504.11
journalist,creative,mid,bootcamp,major_city,21,2.3,0,1,0,0,0.0388,49559.1
graphic designer,creative,mid,bootcamp,international,21,3.9,1,0,0,0,0.0201,50697.63
cybersecurity engineer,technology,entry,bachelors,small_city,24,2.4,1,0,0,0,0.0801,100812.44
journalist,creative,mid,associates,major_city,25,4.8,1,0,0,0,0.0178,86339.19
doctor,healthcare,senior,bachelors,small_city,30,9.2,0,1,1,0,0.0597,298970.44
social worker,service,lead,associates,small_city,32,12.9,1,0,0,0,0.0357,86781.66
patent attorney,business,lead,bachelors,international,46,24.6,0,1,0,0,0.0472,525762.98
ui designer,creative,mid,bootcamp,rural,24,4.9,0,0,0,0,0.035,79868.02
cloud engineer,technology,mid,bachelors,international,27,4.7,0,0,0,0,0.0956,127112.07
orthopedic surgeon,healthcare,entry,masters,suburb,26,3.0,0,0,1,1,0.0755,55269.4
product manager,technology,entry,associates,rural,21,0.4,0,0,0,0,0.0836,68240.5
art director,creative,lead,masters,international,43,19.4,0,0,0,0,0.0264,313680.15
electrician,service,mid,bachelors,suburb,25,3.0,0,0,0,0,0.0431,54921.16
photographer,creative,lead,bachelors,rural,34,12.7,0,0,0,0,0.0124,93848.73
hedge fund manager,finance,executive,bachelors,major_city,43,21.3,0,0,0,0,0.0432,3935958.14
video editor,creative,entry,bachelors,suburb,22,0.4,0,1,0,0,0.0317,33620.84
chef,service,entry,associates,major_city,20,0.2,0,0,0,0,0.0264,38947.17
product manager,technology,senior,bachelors,major_city,35,12.8,0,0,0,0,0.0586,254410.21
recruiter,business,entry,masters,small_city,24,0.7,1,0,0,0,0.0392,56838.49
cybersecurity engineer,technology,executive,bachelors,small_city,41,19.2,0,0,0,0,0.0823,477771.36
surgeon,healthcare,lead,phd,international,37,11.9,1,0,1,0,0.0441,972871.6
professor,education,entry,masters,international,27,2.8,0,1,0,0,0.0258,67367.27
biologist,other,mid,bachelors,suburb,26,4.9,0,0,0,0,0.0375,84869.89
research scientist,other,executive,self_taught,major_city,58,39.6,0,0,0,0,0.0286,374315.2
frontend developer,technology,entry,phd,rural,27,0.6,1,0,0,0,0.0772,89231.6
cardiologist,healthcare,entry,masters,small_city,25,0.7,0,0,1,1,0.0458,82623.11
product designer,creative,mid,masters,small_city,27,4.2,0,0,0,0,0.0384,177124.21
welder,service,entry,high_school,major_city,20,1.2,0,1,0,0,0.0131,38977.42
research scientist,other,lead,phd,rural,49,23.3,0,0,0,0,0.0347,259036.56
strategy consultant,business,mid,high_school,suburb,20,2.5,1,0,0,0,0.0223,127114.37
hotel manager,service,senior,bootcamp,international,31,13.4,0,0,0,0,0.0384,93768.18
research scientist,other,executive,bachelors,small_city,54,33.3,0,1,0,0,0.0342,317904.68
patent attorney,business,senior,bootcamp,small_city,30,12.3,0,0,0,0,0.0547,427917.03
photographer,creative,entry,self_taught,small_city,19,1.4,0,0,0,0,0.0404,28810.29
venture capitalist,finance,executive,bootcamp,rural,53,36.2,1,0,0,0,0.0048,2186281.57
hvac technician,service,senior,self_taught,small_city,27,9.8,0,0,0,0,0.0443,68551.72
ui designer,creative,entry,bachelors,suburb,22,1.2,0,0,0,0,0.0292,60819.18
video editor,creative,mid,associates,major_city,22,3.4,0,0,0,0,0.0338,68052.3
biomedical engineer,engineering,senior,associates,international,27,7.8,0,0,0,0,0.0433,111460.31
hvac technician,service,entry,associates,major_city,20,0.1,0,0,0,0,0.0381,57898.09
hr manager,business,entry,high_school,international,19,1.4,0,0,0,0,0.0417,39104.44
pharmacist,healthcare,senior,self_taught,rural,26,7.9,0,1,0,0,0.0479,107094.47
engineering manager,technology,mid,bachelors,international,24,3.3,0,0,0,0,0.0891,206874.61
doctor,healthcare,lead,phd,international,41,14.1,0,0,1,0,0.0431,572598.57
paralegal,business,entry,masters,international,23,0.5,0,0,0,0,0.0409,60720.08
firefighter,service,mid,bachelors,rural,28,5.2,1,1,0,0,0.0276,57253.04
research scientist,other,mid,associates,major_city,26,6.3,0,0,0,0,0.0209,115850.94
copywriter,creative,senior,masters,major_city,36,12.5,1,0,0,0,0.0264,167919.27
engineering manager,technology,senior,bachelors,small_city,35,13.1,0,0,0,0,0.0675,307707.04
mechanical engineer,engineering,entry,phd,small_city,27,0.5,0,1,0,0,0.049,104089.13
petroleum engineer,engineering,mid,high_school,international,19,2.4,0,0,0,0,0.0342,82926.48
surgeon,healthcare,senior,associates,suburb,27,7.0,1,0,1,1,0.0719,60026.96
lawyer,business,executive,masters,rural,57,34.3,1,0,0,0,0.0485,1345194.55
paralegal,business,executive,self_taught,rural,34,17.1,1,0,0,0,0.0443,109025.36
data engineer,technology,mid,masters,international,30,5.7,0,0,0,0,0.079,168750.02
firefighter,service,entry,associates,major_city,21,1.7,0,0,0,0,0.0469,71591.26
psychiatrist,healthcare,senior,phd,major_city,31,5.3,0,0,1,0,0.0509,487640.62
graphic designer,creative,mid,associates,small_city,23,2.9,1,1,0,0,0.0363,59993.42
physicist,other,entry,bachelors,major_city,22,0.3,1,1,0,0,0.0345,76027.08
principal,education,senior,masters,major_city,35,11.0,0,0,0,0,-0.0006,224795.93
school counselor,education,senior,phd,major_city,39,12.4,0,0,0,0,0.0254,142290.0
principal,education,lead,masters,major_city,44,20.4,0,0,0,0,0.0171,325383.79
social worker,service,lead,bachelors,suburb,42,20.2,0,0,0,0,0.0206,109824.44
full stack developer,technology,lead,masters,rural,38,14.8,1,0,0,0,0.0746,358833.88
management consultant,business,mid,masters,rural,27,3.1,1,0,0,0,0.0425,190677.46
ux designer,creative,mid,bachelors,major_city,27,6.1,0,0,0,0,0.0242,139490.25
executive chef,service,senior,phd,small_city,38,11.8,0,0,0,0,0.0323,192275.44
cto,technology,entry,masters,international,26,2.5,0,0,0,0,0.0748,207620.63
cpa,finance,senior,bachelors,rural,36,13.9,0,0,0,0,0.0463,121174.65
financial analyst,finance,senior,bachelors,suburb,36,14.4,1,0,0,0,0.0429,178468.02
ux designer,creative,mid,bootcamp,rural,21,4.1,0,0,0,0,0.038,90046.4
chemical engineer,engineering,lead,bootcamp,international,33,14.9,0,0,0,0,0.0467,173797.15
venture capitalist,finance,mid,bootcamp,small_city,23,3.8,1,0,0,0,0.0297,243037.57
product designer,creative,entry,associates,rural,20,0.5,0,0,0,0,0.0264,59960.08
real estate broker,business,executive,masters,rural,49,26.3,1,1,0,0,0.0447,1136661.97
physician,healthcare,lead,bachelors,rural,36,15.1,1,0,1,0,0.075,466672.89
executive chef,service,entry,associates,international,20,0.2,1,0,0,0,0.0328,44990.21
hedge fund manager,finance,mid,masters,suburb,26,3.4,1,0,0,0,0.0509,417745.2
psychiatrist,healthcare,mid,masters,rural,27,4.1,0,0,1,1,0.0521,58583.78
product manager,technology,executive,phd,rural,47,21.3,1,1,0,0,0.0751,583195.84
recruiter,business,mid,self_taught,rural,22,4.1,1,1,0,0,0.0284,50154.49
teacher,education,entry,masters,international,26,1.6,0,0,0,0,-0.0065,55137.26
physician,healthcare,senior,masters,suburb,29,5.4,0,0,1,0,0.0634,294144.39
cybersecurity engineer,technology,entry,bachelors,suburb,23,0.9,0,0,0,0,0.0853,83279.8
corporate lawyer,business,lead,bachelors,major_city,41,19.6,0,0,0,0,0.037,1094508.03
journalist,creative,entry,masters,small_city,25,0.3,1,1,0,0,0.0242,52352.33
graphic designer,creative,entry,high_school,major_city,20,2.9,0,0,0,0,0.0374,50617.87
welder,service,mid,bachelors,small_city,26,5.1,0,0,0,0,0.0245,71438.51
ux designer,creative,mid,bachelors,international,29,6.3,1,0,0,0,0.0287,87928.64
video editor,creative,senior,bachelors,international,34,12.2,0,1,0,0,0.0179,87516.74
video editor,creative,mid,bachelors,rural,24,3.5,0,0,0,0,0.0244,53530.86
nurse,healthcare,entry,masters,suburb,23,0.1,0,1,0,0,0.0784,68891.29
cloud engineer,technology,mid,masters,small_city,28,5.0,1,0,0,0,0.088,237159.67
dentist,healthcare,executive,phd,suburb,56,28.5,0,0,0,0,0.059,860605.46
ux designer,creative,mid,bachelors,major_city,27,4.6,0,0,0,0,0.0229,125962.17
product designer,creative,mid,self_taught,suburb,25,6.7,0,0,0,0,0.0379,93824.58
professor,education,entry,bachelors,suburb,24,1.3,1,0,0,0,0.0098,73497.75
real estate broker,business,entry,masters,small_city,23,0.1,1,0,0,0,0.0351,81050.35
psychiatrist,healthcare,lead,phd,international,48,21.7,0,0,1,0,0.0779,772582.56
research scientist,other,mid,high_school,suburb,22,5.5,0,0,0,0,0.0312,55924.34
nurse practitioner,healthcare,executive,masters,international,64,39.4,0,0,0,0,0.0635,308944.99
data scientist,technology,senior,phd,major_city,31,5.1,0,0,0,0,0.0793,386676.9
cloud engineer,technology,senior,masters,international,35,12.1,0,1,0,0,0.0888,209393.53
full stack developer,technology,mid,bachelors,suburb,28,6.9,0,1,0,0,0.0722,106238.65
cybersecurity engineer,technology,entry,bachelors,major_city,23,1.1,1,0,0,0,0.0588,140488.94
corporate lawyer,business,senior,masters,small_city,35,11.1,0,0,0,0,0.0278,751230.93
chemical engineer,engineering,entry,masters,small_city,27,2.1,0,0,0,0,0.0499,106297.59
chemical engineer,engineering,entry,phd,international,29,1.8,0,0,0,0,0.0521,95498.3
copywriter,creative,mid,bootcamp,rural,24,5.9,1,0,0,0,0.0405,50866.51
cto,technology,lead,masters,international,35,12.0,1,0,0,0,0.0801,660139.83
welder,service,mid,associates,international,24,3.3,0,0,0,0,0.0208,53205.82
machine learning engineer,technology,entry,masters,international,23,0.6,0,0,0,0,0.0726,124218.08
recruiter,business,lead,masters,suburb,40,15.6,0,0,0,0,0.0365,203685.77
strategy consultant,business,entry,phd,rural,28,2.0,1,1,0,0,0.0407,98858.59
photographer,creative,executive,bachelors,suburb,54,32.5,1,0,0,0,0.0182,181273.69
marketing manager,business,mid,self_taught,small_city,24,6.6,0,0,0,0,0.0278,79568.27
cybersecurity engineer,technology,senior,bachelors,suburb,30,9.0,0,1,0,0,0.0609,164228.34
anesthesiologist,healthcare,entry,masters,suburb,25,2.6,0,0,1,1,0.0544,63090.1
aerospace engineer,engineering,mid,bachelors,rural,28,5.7,0,0,0,0,0.0711,94266.62
attorney,business,lead,self_taught,suburb,32,15.7,0,0,0,0,0.0399,434283.05
actuary,finance,entry,phd,small_city,27,0.2,1,0,0,0,0.0424,144690.96
radiologist,healthcare,entry,masters,suburb,25,1.5,0,0,1,1,0.0541,66300.73
teacher,education,mid,bachelors,major_city,27,6.5,0,0,0,0,0.0344,73115.67
veterinarian,healthcare,entry,bachelors,rural,23,2.3,0,1,0,0,0.0423,78543.44
radiologist,healthcare,entry,bachelors,small_city,24,2.8,0,0,1,1,0.0589,68595.88
nurse practitioner,healthcare,mid,phd,rural,33,5.8,0,0,0,0,0.0556,123101.36
mobile developer,technology,mid,masters,major_city,27,3.0,1,0,0,0,0.084,248520.52
professor,education,mid,high_school,suburb,20,3.3,1,0,0,0,0.0157,65075.06
video editor,creative,lead,masters,suburb,40,15.6,0,0,0,0,0.0177,227026.33
graphic designer,creative,mid,bootcamp,major_city,23,3.7,1,0,0,0,0.0273,72423.75
cto,technology,entry,bachelors,suburb,23,1.7,0,0,0,0,0.0785,198053.1
product manager,technology,entry,bootcamp,rural,18,1.1,1,0,0,0,0.0551,92816.26
cpa,finance,mid,masters,international,26,2.5,0,0,0,0,0.0227,108382.39
orthopedic surgeon,healthcare,entry,bachelors,major_city,25,2.9,0,0,1,1,0.0772,86925.83
graphic designer,creative,entry,bachelors,major_city,23,0.8,0,1,0,0,0.0315,45879.51
executive chef,service,executive,bachelors,suburb,44,21.9,0,1,0,0,0.0363,228087.96
backend developer,technology,entry,phd,rural,28,2.7,1,0,0,0,0.085,95676.65
aerospace engineer,engineering,entry,bachelors,suburb,23,2.8,0,0,0,0,0.0548,65683.85
dentist,healthcare,lead,bachelors,rural,38,16.2,0,0,0,0,0.0565,267759.19
professor,education,lead,bachelors,small_city,46,24.3,0,1,0,0,0.0179,218960.57
research scientist,other,entry,masters,international,26,2.8,0,0,0,0,0.0316,75461.99
cpa,finance,senior,bachelors,major_city,28,7.7,1,0,0,0,0.0549,201933.89
physician,healthcare,entry,associates,major_city,21,1.9,0,0,1,1,0.0493,72920.71
police officer,service,entry,bachelors,major_city,25,2.3,0,0,0,0,0.019,59103.44
hr manager,business,mid,bachelors,small_city,27,5.0,0,0,0,0,0.0447,90251.48
petroleum engineer,engineering,senior,masters,international,36,12.0,0,1,0,0,0.0377,256932.67
hr manager,business,entry,bachelors,international,21,0.4,1,0,0,0,0.0368,48950.65
software engineer,technology,lead,masters,international,46,23.5,1,0,0,0,0.0863,555670.3
mechanical engineer,engineering,lead,phd,suburb,37,11.0,0,0,0,0,0.0525,230646.93
mobile developer,technology,entry,bachelors,suburb,21,0.5,1,1,0,0,0.086,77065.42
devops engineer,technology,senior,masters,international,33,8.6,0,0,0,0,0.0961,187218.38
photographer,creative,entry,bootcamp,major_city,20,2.7,1,0,0,0,0.0186,49167.71
petroleum engineer,engineering,entry,phd,suburb,27,1.2,0,0,0,0,0.0556,114975.97
real estate broker,business,senior,high_school,suburb,33,15.0,1,0,0,0,0.0363,204181.45
anesthesiologist,healthcare,entry,masters,major_city,25,1.1,0,0,1,1,0.0699,77546.82
biomedical engineer,engineering,executive,bootcamp,small_city,51,32.6,0,0,0,0,0.0668,325325.15
machine learning engineer,technology,mid,high_school,international,24,6.8,1,1,0,0,0.0733,103676.05
biologist,other,entry,bachelors,small_city,21,0.4,0,1,0,0,0.0422,45861.44
mobile developer,technology,entry,masters,small_city,25,1.9,1,0,0,0,0.0973,120273.69
pilot,service,mid,self_taught,rural,23,5.0,0,0,0,0,0.0433,111100.65
nurse practitioner,healthcare,mid,phd,international,31,4.0,0,1,0,0,0.0503,168366.79
ui designer,creative,mid,bachelors,international,28,6.0,0,0,0,0,0.0204,93205.43
biomedical engineer,engineering,entry,masters,suburb,25,1.2,0,0,0,0,0.0438,105733.98
engineering manager,technology,senior,masters,major_city,28,5.9,0,0,0,0,0.0832,425709.55
physical therapist,healthcare,mid,masters,suburb,29,4.1,0,0,0,0,0.0632,112054.96
security analyst,technology,entry,bootcamp,international,19,1.7,1,1,0,0,0.0669,68191.1
devops engineer,technology,mid,masters,rural,31,6.7,0,0,0,0,0.078,164704.99
nurse practitioner,healthcare,senior,bachelors,major_city,33,11.9,0,0,0,0,0.0412,209036.79
paralegal,business,entry,associates,rural,21,2.5,1,0,0,0,0.032,39459.77
radiologist,healthcare,entry,bootcamp,major_city,19,1.3,0,0,1,1,0.0733,100276.66
software engineer,technology,entry,masters,small_city,25,0.6,1,0,0,0,0.1077,116997.3
chef,service,mid,self_taught,small_city,23,5.3,0,0,0,0,0.0364,53151.31
mechanical engineer,engineering,entry,masters,rural,25,0.7,0,0,0,0,0.0574,87629.17
dentist,healthcare,senior,high_school,rural,28,10.6,0,0,0,0,0.0753,136755.79
data scientist,technology,entry,bachelors,small_city,23,1.9,1,0,0,0,0.075,129721.39
photographer,creative,mid,bachelors,suburb,25,2.4,1,0,0,0,0.0185,60175.77
art director,creative,senior,masters,small_city,35,11.3,0,0,0,0,0.0423,199912.03
marketing manager,business,mid,bachelors,small_city,27,6.1,1,0,0,0,0.0478,114247.0
research scientist,other,entry,masters,major_city,25,2.3,1,0,0,0,0.0295,78768.6
data scientist,technology,mid,masters,major_city,26,2.8,1,0,0,0,0.0805,273035.96
electrical engineer,engineering,senior,bachelors,international,34,11.3,0,0,0,0,0.0382,93658.68
dentist,healthcare,lead,bachelors,small_city,45,23.8,0,0,0,0,0.0492,461548.35
hvac technician,service,entry,self_taught,rural,19,1.5,0,0,0,0,0.035,30112.32
software developer,technology,senior,masters,small_city,36,12.6,0,0,0,0,0.0685,327170.96
management consultant,business,senior,masters,international,37,13.7,0,0,0,0,0.0621,333547.79
school counselor,education,entry,masters,suburb,24,0.6,0,0,0,0,0.0204,59841.93
physicist,other,entry,high_school,rural,18,0.6,0,0,0,0,0.0385,49269.42
biologist,other,mid,bachelors,suburb,25,3.8,0,0,0,0,0.034,70326.37
nurse practitioner,healthcare,mid,associates,suburb,25,6.4,0,0,0,0,0.0642,121668.17
accountant,finance,entry,phd,small_city,29,2.9,0,1,0,0,0.0431,78796.02
financial analyst,finance,entry,bachelors,rural,22,0.1,1,0,0,0,0.0477,55269.22
physician assistant,healthcare,entry,masters,major_city,25,1.9,0,0,0,0,0.0767,193661.54
pilot,service,lead,high_school,rural,37,20.4,0,0,0,0,0.0315,260135.52
police officer,service,executive,bootcamp,rural,46,27.1,0,0,0,0,0.0393,139569.74
physicist,other,mid,bachelors,major_city,27,6.4,0,1,0,0,0.0176,148604.41
school counselor,education,entry,phd,international,28,2.4,1,1,0,0,0.0043,64001.45
pilot,service,senior,phd,major_city,33,7.5,0,0,0,0,0.025,521315.89
copywriter,creative,entry,bootcamp,small_city,19,1.6,0,0,0,0,0.033,47112.92
mobile developer,technology,lead,bachelors,small_city,38,16.6,0,0,0,0,0.0845,279238.55
strategy consultant,business,entry,bachelors,small_city,23,1.7,0,0,0,0,0.0468,119370.07
corporate lawyer,business,mid,bachelors,major_city,27,5.4,1,0,0,0,0.0242,320145.92
anesthesiologist,healthcare,entry,bachelors,major_city,24,1.7,0,0,1,1,0.057,89012.51
ui designer,creative,executive,bachelors,major_city,55,34.2,0,0,0,0,0.0339,432283.97
data scientist,technology,senior,bachelors,small_city,34,13.0,1,1,0,0,0.0712,313671.01
radiologist,healthcare,entry,bachelors,rural,24,2.4,0,1,1,1,0.0831,49092.96
graphic designer,creative,entry,bachelors,major_city,23,2.0,0,0,0,0,0.0292,62244.46
principal,education,entry,masters,major_city,26,2.8,0,1,0,0,0.0202,137813.08
surgeon,healthcare,mid,phd,major_city,31,3.9,0,0,1,1,0.0698,102933.85
principal,education,mid,masters,major_city,31,6.7,1,0,0,0,0.0251,197216.76
management consultant,business,mid,bachelors,suburb,29,6.6,0,1,0,0,0.0338,118093.34
software developer,technology,lead,bachelors,rural,33,11.9,1,1,0,0,0.0823,216508.94
electrician,service,entry,associates,major_city,21,1.5,0,0,0,0,0.0348,59459.23
data engineer,technology,entry,masters,suburb,26,2.4,1,0,0,0,0.0716,142218.79
security analyst,technology,entry,phd,suburb,27,1.3,1,0,0,0,0.0809,110629.31
product designer,creative,entry,masters,international,24,0.4,0,0,0,0,0.0343,86381.62
recruiter,business,mid,masters,small_city,28,4.8,0,1,0,0,0.0529,80643.82
nurse practitioner,healthcare,mid,masters,rural,28,5.0,0,1,0,0,0.0625,102393.41
recruiter,business,mid,masters,major_city,30,5.9,1,0,0,0,0.0306,143445.58
hedge fund manager,finance,entry,bachelors,small_city,24,2.2,1,0,0,0,0.0413,193458.97
cardiologist,healthcare,senior,bootcamp,international,25,6.2,0,0,1,1,0.0505,62304.14
marketing manager,business,lead,bachelors,major_city,32,11.2,1,0,0,0,0.0458,249716.99
petroleum engineer,engineering,senior,bachelors,major_city,29,7.7,1,0,0,0,0.0649,293004.43
lawyer,business,lead,bachelors,suburb,46,23.7,0,0,0,0,0.0454,594007.81
accountant,finance,entry,bachelors,international,23,1.6,1,1,0,0,0.0539,45832.26
investment banker,finance,lead,bachelors,major_city,47,24.9,0,0,0,0,0.0529,887825.83
cto,technology,entry,bachelors,rural,22,1.1,0,0,0,0,0.0735,176386.9
electrical engineer,engineering,mid,phd,rural,33,5.9,0,0,0,0,0.0263,120067.69
physicist,other,senior,self_taught,major_city,23,5.0,0,0,0,0,0.0595,186452.52
security analyst,technology,entry,bachelors,suburb,21,0.2,1,1,0,0,0.0655,74324.44
plumber,service,senior,bachelors,major_city,34,11.1,0,0,0,0,0.0336,126450.98
real estate agent,business,entry,masters,small_city,26,2.6,0,0,0,0,0.0275,61938.14
plumber,service,entry,bachelors,major_city,24,2.0,0,1,0,0,0.0498,54233.02
mechanical engineer,engineering,senior,masters,international,30,6.1,0,0,0,0,0.0477,150106.97
nurse practitioner,healthcare,executive,associates,major_city,57,38.2,0,0,0,0,0.0605,262957.24
management consultant,business,senior,high_school,major_city,31,14.4,1,0,0,0,0.0323,282129.38
video editor,creative,entry,bootcamp,small_city,18,0.8,0,0,0,0,0.0173,39181.68
paralegal,business,entry,bootcamp,international,20,1.9,0,0,0,0,0.0439,38509.69
devops engineer,technology,entry,masters,small_city,24,0.4,0,0,0,0,0.0767,128115.78
data engineer,technology,entry,bachelors,major_city,22,1.1,0,0,0,0,0.0721,104493.42
devops engineer,technology,senior,bachelors,international,34,13.0,1,0,0,0,0.0918,222494.71
biologist,other,entry,masters,suburb,25,1.2,1,1,0,0,0.0383,55466.92
product manager,technology,entry,bachelors,major_city,22,1.3,1,1,0,0,0.0795,104913.19
dentist,healthcare,entry,masters,small_city,24,0.3,0,0,0,0,0.0483,161307.17
cybersecurity engineer,technology,senior,bachelors,small_city,28,6.7,0,0,0,0,0.0705,212565.22
cardiologist,healthcare,entry,masters,international,25,1.4,1,0,1,1,0.0564,80230.37
physicist,other,executive,high_school,rural,33,16.3,0,1,0,0,0.0205,182249.74
data engineer,technology,senior,masters,rural,30,6.1,0,0,0,0,0.0627,180738.45
financial advisor,finance,entry,associates,rural,20,0.6,1,0,0,0,0.0387,42139.14
cybersecurity engineer,technology,mid,masters,international,26,2.0,1,0,0,0,0.092,151252.67
chemist,other,entry,bachelors,small_city,22,1.3,1,0,0,0,0.0238,70799.67
school counselor,education,entry,bachelors,small_city,25,2.7,0,0,0,0,0.0255,61111.94
cardiologist,healthcare,entry,phd,suburb,28,1.8,0,0,1,1,0.0519,68340.53
management consultant,business,mid,high_school,suburb,21,3.4,1,0,0,0,0.0433,108065.13
actuary,finance,senior,bachelors,major_city,34,12.0,0,0,0,0,0.0501,224331.6
psychiatrist,healthcare,entry,bachelors,major_city,23,1.1,0,0,1,1,0.0523,77235.34
anesthesiologist,healthcare,mid,bachelors,rural,24,2.9,0,0,1,1,0.0683,63892.08
corporate lawyer,business,lead,bachelors,major_city,37,15.4,1,0,0,0,0.0456,879425.39
product manager,technology,senior,associates,major_city,32,11.9,0,0,0,0,0.0954,288721.68
restaurant manager,service,mid,bachelors,rural,25,3.7,0,1,0,0,0.0432,44284.12
firefighter,service,lead,masters,rural,34,10.4,0,0,0,0,0.0084,145302.91
software developer,technology,entry,masters,suburb,23,0.2,0,0,0,0,0.0874,102528.96
journalist,creative,senior,associates,suburb,32,11.6,0,0,0,0,0.0274,83977.29
veterinarian,healthcare,senior,phd,small_city,39,12.1,0,0,0,0,0.0571,290088.46
hvac technician,service,entry,bachelors,suburb,23,1.6,0,0,0,0,0.0235,40486.62
chef,service,lead,bootcamp,rural,28,11.0,0,0,0,0,0.0288,73536.53
copywriter,creative,entry,associates,small_city,19,0.8,0,0,0,0,0.0262,45781.0
backend developer,technology,lead,phd,international,51,24.5,0,1,0,0,0.0738,365708.01
police officer,service,entry,self_taught,major_city,19,1.3,0,0,0,0,0.0187,65194.31
graphic designer,creative,entry,high_school,international,20,1.9,1,0,0,0,0.0399,23596.33
radiologist,healthcare,entry,phd,rural,28,2.0,0,0,1,1,0.0604,62977.8
restaurant manager,service,entry,masters,small_city,23,0.3,0,1,0,0,0.0433,43249.11
school counselor,education,mid,phd,major_city,32,6.2,0,0,0,0,0.0091,119198.19
welder,service,entry,bachelors,suburb,24,1.9,0,0,0,0,0.0308,40854.45
data engineer,technology,senior,masters,international,34,11.2,1,1,0,0,0.078,264665.27
attorney,business,entry,bachelors,international,22,0.9,1,0,0,0,0.0462,109528.46
firefighter,service,entry,bootcamp,international,21,2.7,0,0,0,0,0.031,43180.12
accountant,finance,mid,bachelors,suburb,24,3.1,0,1,0,0,0.0471,68628.14
security analyst,technology,senior,bachelors,suburb,36,13.6,1,0,0,0,0.0843,168254.47
actuary,finance,mid,bachelors,major_city,26,4.9,1,0,0,0,0.0431,180132.88
photographer,creative,entry,masters,major_city,23,0.3,0,0,0,0,0.0282,66466.43
social worker,service,entry,bachelors,suburb,24,2.0,0,0,0,0,0.0227,48661.21
hotel manager,service,mid,self_taught,major_city,21,2.3,0,0,0,0,0.03,87518.5
patent attorney,business,senior,bachelors,suburb,29,7.7,1,1,0,0,0.047,361865.05
accountant,finance,senior,bachelors,international,28,6.4,1,0,0,0,0.0435,125800.56
mechanical engineer,engineering,senior,bachelors,suburb,26,5.9,0,1,0,0,0.041,98406.88
ux designer,creative,entry,bootcamp,major_city,19,0.0,0,0,0,0,0.04,72759.26
copywriter,creative,senior,associates,international,26,7.0,0,0,0,0,0.0455,71891.35
security analyst,technology,senior,bachelors,major_city,28,5.9,1,0,0,0,0.1073,174518.51
corporate lawyer,business,lead,phd,major_city,41,14.6,0,0,0,0,0.041,1152473.5
surgeon,healthcare,lead,bachelors,rural,38,16.8,1,0,1,0,0.0632,607566.35
ui designer,creative,mid,self_taught,suburb,21,3.2,0,0,0,0,0.0243,75897.0
data engineer,technology,mid,bachelors,rural,24,2.7,1,0,0,0,0.0804,142522.86
radiologist,healthcare,mid,masters,major_city,30,6.2,0,0,1,0,0.066,813904.1
architect,engineering,entry,bachelors,rural,24,2.5,0,0,0,0,0.0461,46012.37
electrical engineer,engineering,entry,masters,suburb,25,0.9,0,0,0,0,0.0561,87658.16
surgeon,healthcare,entry,masters,major_city,26,1.4,0,1,1,1,0.0592,97765.75
real estate agent,business,senior,bachelors,international,34,12.4,0,0,0,0,0.0708,145851.37
